ID;SKU;Estado;Visible en tienda;Línea;Categoría;Subcategoría;Nombre;Marca;Precio;Disponibilidad;Descripción;Talla;Color;Etiqueta;Carpeta categoría;Carpeta producto;Imágenes;Registro fotográfico visible;Cantidad de fotografías
B65;;Activo;Sí;Beauty Care;Cuidado corporal / gel;;Gel de Aloe Vera;D'Luchi;50000;Disponible / por confirmar;Gel de Aloe Vera de D'Luchi, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Producto confirmado;cuidado_corporal;d_luchi_gel_de_aloe_vera;./assets/productos/BEAUTY_CARE/cuidado_corporal/d_luchi_gel_de_aloe_vera/d_luchi_gel_de_aloe_vera_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/d_luchi_gel_de_aloe_vera/d_luchi_gel_de_aloe_vera_1.webp;Sí;2
B63;;Activo;Sí;Beauty Care;Cuidado corporal / loción;;Loción de Oro;D'Luchi;15000;Disponible / por confirmar;Loción de Oro de D'Luchi, referencia disponible en el catálogo de LIHEN.CO dentro de Cuidado corporal / loción. La información pública se mantiene deliberadamente prudente cuando no existe una ficha oficial suficientemente específica. Revisa las fotografías disponibles y confirma presentación, variante y disponibilidad antes de realizar tu pedido.;Por confirmar;Por confirmar;Producto confirmado;cuidado_corporal;d_luchi_locion_de_oro;./assets/productos/BEAUTY_CARE/cuidado_corporal/d_luchi_locion_de_oro/d_luchi_locion_de_oro_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/d_luchi_locion_de_oro/d_luchi_locion_de_oro_1.webp;Sí;2
B64;;Activo;Sí;Beauty Care;Cuidado corporal / mantequilla;;Mantequilla Corporal;D'Luchi;50000;Disponible / por confirmar;Mantequilla Corporal de D'Luchi, producto de cuidado personal pensado para integrarse de forma práctica a la rutina según su categoría y presentación. La experiencia y función específica dependen de la fórmula de esta referencia, por lo que conviene revisar el envase y seguir las indicaciones del fabricante. Confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Producto confirmado;cuidado_corporal;d_luchi_mantequilla_corporal;./assets/productos/BEAUTY_CARE/cuidado_corporal/d_luchi_mantequilla_corporal/d_luchi_mantequilla_corporal_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/d_luchi_mantequilla_corporal/d_luchi_mantequilla_corporal_1.webp;Sí;2
B86;;Activo;Sí;Beauty Care;Cuidado facial / kit de skincare;;Kit Girly Aloe Vera;Girly by Luisa Palacio;140000;Disponible;Kit Girly Aloe Vera con una rutina completa para limpiar, hidratar y cuidar la piel diariamente. Incluye limpiador facial, tónico facial, sérum facial, contorno de ojos y gel hidratante. Su fórmula con aloe vera ayuda a mantener el rostro fresco, suave y con una apariencia saludable. Ideal para una rutina de skincare práctica y completa.;Kit de 5 productos;No aplica;Nuevo ingreso;cuidado_facial;kit_girly_aloe_vera;./assets/productos/BEAUTY_CARE/cuidado_facial/kit_girly_aloe_vera/kit_girly_aloe_vera_0.webp|./assets/productos/BEAUTY_CARE/cuidado_facial/kit_girly_aloe_vera/kit_girly_aloe_vera_1.webp;Sí;2
B117;BC-037;Activo;No;Beauty Care;Maquillaje / labios;Lip;Lip line RED;Girly by Luisa Palacio;14000;Disponible;Lip line RED de Girly by Luisa Palacio, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B118;BC-038;Activo;No;Beauty Care;Maquillaje / labios;Lip;Lip liner LOVER;Girly by Luisa Palacio;14000;Disponible / por confirmar;Lip liner LOVER de Girly by Luisa Palacio, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B119;BC-039;Activo;No;Beauty Care;Maquillaje / labios;Lip;Lip liner MAROON;Girly by Luisa Palacio;14000;Disponible;Lip liner MAROON de Girly by Luisa Palacio, producto para labios pensado para aportar color, brillo o definición según su formato específico. Puede integrarse fácilmente a un maquillaje diario o utilizarse como detalle final del look. Confirma con LIHEN.CO el tono, acabado y disponibilidad de esta referencia.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B120;BC-030;Activo;No;Beauty Care;Maquillaje / ojos;Brocha;Brocha para cejas;Glow;6000;Disponible;Brocha para cejas de Glow, accesorio de belleza pensado para facilitar tareas de aplicación, difuminado o arreglo dentro de la rutina personal, según el tipo de herramienta. Su formato práctico permite complementar los productos que ya utilizas. Revisa la referencia y confirma disponibilidad con LIHEN.CO.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B50;;Activo;Sí;Beauty Care;Cuidado capilar / acondicionador;;Acondicionador Kaba;Kaba;40000;Disponible / por confirmar;"Acondicionador Kaba de Kaba, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;kaba_acondicionador_kaba;./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_acondicionador_kaba/kaba_acondicionador_kaba_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_acondicionador_kaba/kaba_acondicionador_kaba_1.webp;Sí;2
B51;;Activo;Sí;Beauty Care;Cuidado capilar / mascarilla;;Biomascarilla Kaba;Kaba;45000;Disponible / por confirmar;Biomascarilla Kaba de Kaba, mascarilla para complementar la rutina de cuidado según la fórmula y presentación específica de la referencia. Es una opción práctica para dedicar un paso adicional al cuidado personal. Como los beneficios pueden variar entre versiones, confirma con LIHEN.CO la variante disponible y revisa las indicaciones del fabricante.;Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;kaba_biomascarilla_kaba;./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_biomascarilla_kaba/kaba_biomascarilla_kaba_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_biomascarilla_kaba/kaba_biomascarilla_kaba_1.webp;Sí;2
B52;;Activo;Sí;Beauty Care;Cuidado capilar / tratamiento;;Repolarizador Kaba;Kaba;50000;Disponible / por confirmar;"Repolarizador Kaba de Kaba, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;kaba_repolarizador_kaba;./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_repolarizador_kaba/kaba_repolarizador_kaba_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_repolarizador_kaba/kaba_repolarizador_kaba_1.webp;Sí;2
B49;;Activo;Sí;Beauty Care;Cuidado capilar / shampoo;;Shampoo Kaba;Kaba;45000;Disponible / por confirmar;"Shampoo Kaba de Kaba, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;kaba_shampoo_kaba;./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_shampoo_kaba/kaba_shampoo_kaba_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_shampoo_kaba/kaba_shampoo_kaba_1.webp;Sí;2
B53;;Activo;Sí;Beauty Care;Cuidado capilar / tónico;;Tónico de Crecimiento Kaba;Kaba;45000;Disponible / por confirmar;"Tónico de Crecimiento Kaba de Kaba, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;kaba_tonico_de_crecimiento_kaba;./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_tonico_de_crecimiento_kaba/kaba_tonico_de_crecimiento_kaba_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/kaba_tonico_de_crecimiento_kaba/kaba_tonico_de_crecimiento_kaba_1.webp;Sí;2
B54;;Activo;Sí;Beauty Care;Cuidado facial / loción;;Loción Astringente Kaba;Kaba;60000;Disponible / por confirmar;Loción Astringente Kaba de Kaba, referencia disponible en el catálogo de LIHEN.CO dentro de Cuidado facial / loción. La información pública se mantiene deliberadamente prudente cuando no existe una ficha oficial suficientemente específica. Revisa las fotografías disponibles y confirma presentación, variante y disponibilidad antes de realizar tu pedido.;Por confirmar;Por confirmar;Producto confirmado;cuidado_facial;kaba_locion_astringente_kaba;./assets/productos/BEAUTY_CARE/cuidado_facial/kaba_locion_astringente_kaba/kaba_locion_astringente_kaba_0.webp|./assets/productos/BEAUTY_CARE/cuidado_facial/kaba_locion_astringente_kaba/kaba_locion_astringente_kaba_1.webp;Sí;2
B123;BC-050;Activo;No;Beauty Care;Skincare / rostro;Papelitos;Papelitos de arroz;Karité;2500;Disponible;Papelitos de arroz de Karité, referencia disponible en el catálogo de LIHEN.CO dentro de Skincare / rostro. La información pública se mantiene deliberadamente prudente cuando no existe una ficha oficial suficientemente específica. Revisa las fotografías disponibles y confirma presentación, variante y disponibilidad antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B124;BC-051;Activo;No;Beauty Care;Skincare / rostro;Mascarilla;Mascarilla coreana hidrogel;KOEC;16000;Disponible;Mascarilla coreana hidrogel de KOEC, mascarilla para complementar la rutina de cuidado según la fórmula y presentación específica de la referencia. Es una opción práctica para dedicar un paso adicional al cuidado personal. Como los beneficios pueden variar entre versiones, confirma con LIHEN.CO la variante disponible y revisa las indicaciones del fabricante.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
B59;;Activo;Sí;Beauty Care;Cuidado capilar / gotas;;Gotas Aceite reparador de puntas;La Receta CBD;35000;Disponible / por confirmar;"Gotas Aceite reparador de puntas de La Receta CBD, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;la_receta_cbd_gotas_cbd;./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_gotas_cbd/la_receta_cbd_gotas_cbd_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_gotas_cbd/la_receta_cbd_gotas_cbd_1.webp;Sí;2
B58;;Activo;Sí;Beauty Care;Cuidado capilar / shampoo;;Shampoo Anticaspa;La Receta CBD;50000;Disponible / por confirmar;"Shampoo Anticaspa de La Receta CBD, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;la_receta_cbd_shampoo_anticaspa;./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_shampoo_anticaspa/la_receta_cbd_shampoo_anticaspa_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_shampoo_anticaspa/la_receta_cbd_shampoo_anticaspa_1.webp;Sí;2
B56;;Activo;Sí;Beauty Care;Cuidado capilar / shampoo;;Shampoo Argán;La Receta CBD;40000;Disponible / por confirmar;"Shampoo Argán de La Receta CBD, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;la_receta_cbd_shampoo_argan;./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_shampoo_argan/la_receta_cbd_shampoo_argan_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_shampoo_argan/la_receta_cbd_shampoo_argan_1.webp;Sí;2
B55;;Activo;Sí;Beauty Care;Cuidado capilar / shampoo;;Shampoo Romero;La Receta CBD;50000;Disponible / por confirmar;"Shampoo Romero de La Receta CBD, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;la_receta_cbd_shampoo_romero;./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_shampoo_romero/la_receta_cbd_shampoo_romero_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_shampoo_romero/la_receta_cbd_shampoo_romero_1.webp;Sí;2
B60;;Activo;Sí;Beauty Care;Cuidado capilar / tónico;;Tónico Anticaída;La Receta CBD;50000;Disponible / por confirmar;"Tónico Anticaída de La Receta CBD, producto de cuidado capilar para complementar la rutina según su tipo y presentación específica. La función concreta depende de la fórmula indicada por la marca; revisa el envase y sigue sus instrucciones de uso. Confirma con LIHEN.CO la referencia disponible antes de realizar tu pedido.";Por confirmar;Por confirmar;Producto confirmado;cuidado_capilar;la_receta_cbd_tonico_anticaida;./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_tonico_anticaida/la_receta_cbd_tonico_anticaida_0.webp|./assets/productos/BEAUTY_CARE/cuidado_capilar/la_receta_cbd_tonico_anticaida/la_receta_cbd_tonico_anticaida_1.webp;Sí;2
B125;BC-041;Activo;No;Beauty Care;Cuidado / corporal;Decolorante;Color de verano;Lampiña;14000;Disponible / por confirmar;Color de verano de Lampiña, referencia de cuidado corporal/decoloración disponible en el catálogo de LIHEN.CO. Por tratarse de un producto cuyo uso depende de su fórmula y advertencias, revisa cuidadosamente el empaque y sigue exclusivamente las instrucciones del fabricante. Confirma presentación y disponibilidad antes de realizar tu pedido.;Por confirmar;Por confirmar;Consulta disponibilidad;;;;No;0
S50;;Activo;Sí;Style;Ropa deportiva / faja;;Chaleco Extremo;LIHEN.CO;114000;Disponible / por confirmar;"Chaleco Extremo de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;cinturillas;chaleco_extremo;./assets/productos/STYLE/cinturillas/chaleco_extremo/chaleco_extremo_0.webp|./assets/productos/STYLE/cinturillas/chaleco_extremo/chaleco_extremo_1.webp;Sí;2
S48;;Activo;Sí;Style;Ropa deportiva / faja;;Chaleco tira brasier Látex;LIHEN.CO;84000;Disponible / por confirmar;"Chaleco tira brasier Látex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;cinturillas;chaleco_tira_brasier_latex;./assets/productos/STYLE/cinturillas/chaleco_tira_brasier_latex/chaleco_tira_brasier_latex_0.webp|./assets/productos/STYLE/cinturillas/chaleco_tira_brasier_latex/chaleco_tira_brasier_latex_1.webp;Sí;2
S49;;Activo;Sí;Style;Ropa deportiva / faja;;Cinturilla Extrema;LIHEN.CO;91500;Disponible / por confirmar;"Cinturilla Extrema de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;cinturillas;cinturilla_extrema;./assets/productos/STYLE/cinturillas/cinturilla_extrema/cinturilla_extrema_0.webp|./assets/productos/STYLE/cinturillas/cinturilla_extrema/cinturilla_extrema_1.webp;Sí;2
S46;;Activo;Sí;Style;Ropa deportiva / faja;;Cinturilla Látex;LIHEN.CO;61000;Disponible / por confirmar;"Cinturilla Látex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;cinturillas;cinturilla_latex;./assets/productos/STYLE/cinturillas/cinturilla_latex/cinturilla_latex_0.webp|./assets/productos/STYLE/cinturillas/cinturilla_latex/cinturilla_latex_1.webp;Sí;2
S47;;Activo;Sí;Style;Ropa deportiva / faja;;Cinturilla Magic Látex;LIHEN.CO;61000;Disponible / por confirmar;"Cinturilla Magic Látex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;cinturillas;cinturilla_magic_latex;./assets/productos/STYLE/cinturillas/cinturilla_magic_latex/cinturilla_magic_latex_0.webp|./assets/productos/STYLE/cinturillas/cinturilla_magic_latex/cinturilla_magic_latex_1.webp;Sí;2
S27;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Any 2 largo suplex;LIHEN.CO;72000;Disponible / por confirmar;"Enterizo Any 2 largo suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_any_2_largo_suplex;./assets/productos/STYLE/enterizos/enterizo_any_2_largo_suplex/enterizo_any_2_largo_suplex_0.webp;Sí;1
S25;;Activo;Sí;Style;Ropa deportiva / enterizo corto;;Enterizo Any push up corto suplex;LIHEN.CO;61500;Disponible / por confirmar;"Enterizo Any push up corto suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_any_push_up_corto_suplex;./assets/productos/STYLE/enterizos/enterizo_any_push_up_corto_suplex/enterizo_any_push_up_corto_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_any_push_up_corto_suplex/enterizo_any_push_up_corto_suplex_1.webp|./assets/productos/STYLE/enterizos/enterizo_any_push_up_corto_suplex/enterizo_any_push_up_corto_suplex_2.webp|./assets/productos/STYLE/enterizos/enterizo_any_push_up_corto_suplex/enterizo_any_push_up_corto_suplex_3.webp;Sí;4
S23;;Activo;Sí;Style;Ropa deportiva / enterizo corto;;Enterizo Danna push up corto suplex;LIHEN.CO;61500;Disponible / por confirmar;"Enterizo Danna push up corto suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_danna_push_up_corto_suplex;./assets/productos/STYLE/enterizos/enterizo_danna_push_up_corto_suplex/enterizo_danna_push_up_corto_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_danna_push_up_corto_suplex/enterizo_danna_push_up_corto_suplex_1.webp|./assets/productos/STYLE/enterizos/enterizo_danna_push_up_corto_suplex/enterizo_danna_push_up_corto_suplex_2.webp|./assets/productos/STYLE/enterizos/enterizo_danna_push_up_corto_suplex/enterizo_danna_push_up_corto_suplex_3.webp|./assets/productos/STYLE/enterizos/enterizo_danna_push_up_corto_suplex/enterizo_danna_push_up_corto_suplex_4.webp;Sí;5
S28;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Frida 2 push up largo suplex;LIHEN.CO;75000;Disponible / por confirmar;"Enterizo Frida 2 push up largo suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_frida_2_push_up_largo_suplex;./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_1.webp|./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_2.webp|./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_3.webp|./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_4.webp|./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_5.webp|./assets/productos/STYLE/enterizos/enterizo_frida_2_push_up_largo_suplex/enterizo_frida_2_push_up_largo_suplex_6.webp;Sí;7
S26;;Activo;Sí;Style;Ropa deportiva / enterizo corto;;Enterizo Fryda corto suplex;LIHEN.CO;61500;Disponible / por confirmar;"Enterizo Fryda corto suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_fryda_corto_suplex;./assets/productos/STYLE/enterizos/enterizo_fryda_corto_suplex/enterizo_fryda_corto_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_fryda_corto_suplex/enterizo_fryda_corto_suplex_1.webp;Sí;2
S34;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Jenny largo suplex;LIHEN.CO;64500;Disponible / por confirmar;"Enterizo Jenny largo suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_jenny_largo_suplex;./assets/productos/STYLE/enterizos/enterizo_jenny_largo_suplex/enterizo_jenny_largo_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_jenny_largo_suplex/enterizo_jenny_largo_suplex_1.webp;Sí;2
S33;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo largo bota campana suplex;LIHEN.CO;112500;Disponible / por confirmar;"Enterizo largo bota campana suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_largo_bota_campana_suplex;./assets/productos/STYLE/enterizos/enterizo_largo_bota_campana_suplex/enterizo_largo_bota_campana_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_largo_bota_campana_suplex/enterizo_largo_bota_campana_suplex_1.webp;Sí;2
S29;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Lina push up largo suplex;LIHEN.CO;72000;Disponible / por confirmar;"Enterizo Lina push up largo suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_lina_push_up_largo_suplex;./assets/productos/STYLE/enterizos/enterizo_lina_push_up_largo_suplex/enterizo_lina_push_up_largo_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_lina_push_up_largo_suplex/enterizo_lina_push_up_largo_suplex_1.webp;Sí;2
S31;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Lupita push up largo;LIHEN.CO;67500;Disponible / por confirmar;"Enterizo Lupita push up largo de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_lupita_push_up_largo;./assets/productos/STYLE/enterizos/enterizo_lupita_push_up_largo/enterizo_lupita_push_up_largo_0.webp|./assets/productos/STYLE/enterizos/enterizo_lupita_push_up_largo/enterizo_lupita_push_up_largo_1.webp;Sí;2
S30;;Activo;Sí;Style;Ropa deportiva / enterizo largo;;Enterizo Lupita push up largo bota ancha;LIHEN.CO;72000;Disponible / por confirmar;"Enterizo Lupita push up largo bota ancha de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_lupita_push_up_largo_bota_ancha;./assets/productos/STYLE/enterizos/enterizo_lupita_push_up_largo_bota_ancha/enterizo_lupita_push_up_largo_bota_ancha_0.webp|./assets/productos/STYLE/enterizos/enterizo_lupita_push_up_largo_bota_ancha/enterizo_lupita_push_up_largo_bota_ancha_1.webp;Sí;2
S24;;Activo;Sí;Style;Ropa deportiva / enterizo corto;;Enterizo Roma push up corto suplex;LIHEN.CO;61500;Disponible / por confirmar;"Enterizo Roma push up corto suplex de LIHEN.CO, una prenda pensada para sumar versatilidad al guardarropa y adaptarse a diferentes combinaciones. La ficha conserva únicamente características confirmadas del catálogo; revisa las fotografías y confirma con LIHEN.CO talla, color y disponibilidad para elegir la referencia adecuada.";Por confirmar;Por confirmar;Producto confirmado;enterizos;enterizo_roma_push_up_corto_suplex;./assets/productos/STYLE/enterizos/enterizo_roma_push_up_corto_suplex/enterizo_roma_push_up_corto_suplex_0.webp|./assets/productos/STYLE/enterizos/enterizo_roma_push_up_corto_suplex/enterizo_roma_push_up_corto_suplex_1.webp;Sí;2
